player_id,league_id,team_id,footballer_id,footballer_name_footballer,age,club,league_name,position,position_acronym,contract,market_value,height,feet,rating,potential,goalkeeping,mental,physical,technical,aerial-reach,command-of-area,communication,eccentricity,first-touch,handling,kicking,one-on-ones,passing,punching-tendency,reflexes,rushing-out-tendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off-the-ball,positioning,teamwork,vision,work-rate,acceleration,agility,balance,jumping-reach,natural-fitness,pace,stamina,strength,free-kick-taking,penalty-taking,technique,corners,crossing,dribbling,finishing,heading,long-shots,long-throws,marking,tackling,num_players,avg_age,total_squad_value,country,num_legionnaires,avg_marketing_val,num_teams,players,avg_marketing_val_league,avg_age_league
1226,tr2,45,1226,Batuhan Arıcı,21,Ümraniyespor,1.Lig,Left-Back,DL,"Jun 30, 2028",€50k,"1,75m",left,33,,0,45,45,40,0,0,0,0,40,0,0,0,40,0,0,0,0,30,35,45,50,35,35,50,25,35,40,55,55,55,50,60,55,35,20,65,60,40,30,35,25,50,50,45,35,40,45,30,40,30,35,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1227,tr2,45,1227,Oğuz Yıldırım,29,Ümraniyespor,1.Lig,Right-Back,DR,"Jun 30, 2025",€300k,"1,74m",right,50,55.0,0,55,60,40,0,0,0,0,50,0,0,0,40,0,0,0,0,60,45,55,40,65,45,70,50,25,60,40,75,40,75,80,65,50,35,70,75,70,40,20,25,45,25,60,60,30,45,20,55,40,45,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1228,tr2,45,1228,Ali Turap Bülbül,19,Ümraniyespor,1.Lig,Right-Back,DR,"Jun 30, 2025",€250k,"1,79m",right,43,,0,55,55,45,0,0,0,0,60,0,0,0,50,0,0,0,0,60,60,60,65,45,50,65,45,25,55,45,60,40,60,65,65,45,40,60,60,55,30,35,30,60,35,45,45,40,35,40,35,40,45,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1229,tr2,45,1229,Andrej Djokanovic,23,Ümraniyespor,1.Lig,Defensive Midfield,DM,"Jun 30, 2025",€1.10m,"1,80m",right,50,,0,55,55,40,0,0,0,0,55,0,0,0,70,0,0,0,0,55,55,55,55,60,65,55,40,15,45,55,65,65,65,55,60,50,50,75,40,50,60,20,25,55,20,35,35,25,35,20,60,65,65,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1230,tr2,45,1230,Yusuf Kocatürk,20,Ümraniyespor,1.Lig,Defensive Midfield,"DM, MC","Jun 30, 2026",€150k,-,left,38,,0,50,50,40,0,0,0,0,60,0,0,0,65,0,0,0,0,50,45,55,55,45,35,80,55,20,50,50,60,65,60,35,55,55,55,40,45,40,60,35,30,65,15,35,50,40,55,40,20,35,40,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1231,tr2,45,1231,Kubilay Aktaş,29,Ümraniyespor,1.Lig,Defensive Midfield,DM,"Jun 30, 2026",€150k,"1,82m",right,45,60.0,0,55,60,45,0,0,0,0,55,0,0,0,60,0,0,0,0,65,50,65,55,55,45,60,50,40,50,55,60,45,60,50,50,60,50,65,60,60,65,35,35,55,30,40,45,30,60,45,25,50,60,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1232,tr2,45,1232,Serkan Göksu,31,Ümraniyespor,1.Lig,Central Midfield,"DR, MC","Jun 30, 2025",€225k,"1,82m",right,50,58.0,0,60,60,45,0,0,0,0,60,0,0,0,60,0,0,0,0,65,55,60,60,55,60,55,50,55,55,50,70,55,70,50,55,60,55,70,55,65,55,30,40,60,20,40,55,40,40,35,15,55,55,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1233,tr2,45,1233,Atalay Babacan,24,Ümraniyespor,1.Lig,Central Midfield,"MC, AMC","Jun 30, 2025",€200k,"1,74m",left,38,55.0,0,45,40,50,0,0,0,0,65,0,0,0,65,0,0,0,0,25,45,40,65,35,50,40,80,40,55,30,50,65,40,55,60,40,30,35,40,30,35,60,70,70,65,65,60,45,30,60,15,15,25,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1234,tr2,45,1234,Jurgen Bardhi,27,Ümraniyespor,1.Lig,Attacking Midfield,"MC, AMC","Jun 30, 2025",€500k,"1,81m",right,53,58.0,0,50,60,50,0,0,0,0,70,0,0,0,70,0,0,0,0,25,60,35,60,50,65,65,65,30,60,35,60,65,55,55,70,60,45,90,55,65,50,60,65,70,70,65,65,40,25,50,20,25,30,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1235,tr2,45,1235,Engjell Hoti,27,Ümraniyespor,1.Lig,Attacking Midfield,MC,"Jun 30, 2025",€400k,"1,87m",right,47,50.0,0,60,55,50,0,0,0,0,55,0,0,0,45,0,0,0,0,70,55,70,75,55,50,95,65,55,60,55,50,40,55,55,45,60,60,25,50,60,75,45,55,60,35,45,65,55,55,50,45,55,60,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1236,tr2,45,1236,Doğukan Saral,21,Ümraniyespor,1.Lig,Attacking Midfield,AMC,"Jun 30, 2025",€25k,"1,85m",left,28,30.0,0,40,50,45,0,0,0,0,50,0,0,0,55,0,0,0,0,50,50,25,50,40,30,50,55,15,50,15,55,55,50,45,55,45,55,45,50,35,50,50,35,60,45,50,45,45,40,55,15,20,30,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1237,tr2,45,1237,Emre Kaya,19,Ümraniyespor,1.Lig,Attacking Midfield,"AML, AMC","Jun 30, 2026",€25k,"1,8m",right,38,,0,45,50,35,0,0,0,0,65,0,0,0,60,0,0,0,0,40,50,45,40,40,40,60,85,30,50,20,45,55,45,60,65,40,35,70,60,40,35,20,30,75,30,30,70,35,25,40,5,15,15,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1238,tr2,45,1238,Barış Ekincier,25,Ümraniyespor,1.Lig,Left Winger,"AMR, AML","Jun 30, 2025",€300k,"1,81m",both,48,55.0,0,50,55,45,0,0,0,0,55,0,0,0,55,0,0,0,0,55,60,55,55,40,40,70,55,45,55,20,55,45,55,60,55,45,50,55,55,55,55,50,40,60,50,55,60,60,35,50,20,25,30,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1239,tr2,45,1239,Mehmet Ali Büyüksayar,20,Ümraniyespor,1.Lig,Left Winger,AML,"Jun 30, 2025",€200k,"1,66m",right,45,,0,50,50,50,0,0,0,0,50,0,0,0,55,0,0,0,0,60,55,50,55,30,55,60,60,35,50,50,55,55,50,55,50,55,20,55,55,50,50,50,35,60,50,50,60,50,50,55,40,30,40,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1240,tr2,45,1240,Efe Uluağ,19,Ümraniyespor,1.Lig,Left Winger,AML,"Jun 30, 2025",€25k,"1,78m",right,30,,0,35,50,35,0,0,0,0,50,0,0,0,40,0,0,0,0,35,40,25,40,25,25,75,60,15,45,15,35,40,35,60,70,50,40,40,55,40,35,40,25,55,35,50,55,40,20,40,15,10,10,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1241,tr2,45,1241,Benny,24,Ümraniyespor,1.Lig,Right Winger,AMR,"Jun 30, 2025",€500k,"1,78m",left,53,60.0,0,50,55,50,0,0,0,0,70,0,0,0,65,0,0,0,0,60,40,45,65,55,55,40,55,45,55,35,55,70,40,60,65,65,40,50,60,65,40,65,70,70,60,60,65,50,20,55,20,25,30,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1242,tr2,45,1242,Cebio Soukou,32,Ümraniyespor,1.Lig,Right Winger,"AMR, AML","Jun 30, 2025",€350k,"1,85m",right,53,55.0,0,50,65,50,0,0,0,0,60,0,0,0,55,0,0,0,0,60,45,60,50,60,40,55,70,25,50,35,45,65,40,60,60,65,60,65,65,60,70,50,45,65,40,50,70,55,40,50,40,25,25,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1243,tr2,45,1243,Melih Okutan,28,Ümraniyespor,1.Lig,Right Winger,AMR,"Jun 30, 2025",€125k,"1,77m",right,50,60.0,0,55,55,45,0,0,0,0,60,0,0,0,55,0,0,0,0,55,50,40,55,60,50,70,65,25,60,35,55,60,55,65,55,50,40,65,65,55,55,40,35,60,45,45,60,40,50,55,35,25,35,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1244,tr2,45,1244,Georgi Minchev,29,Ümraniyespor,1.Lig,Centre-Forward,ST,"Jun 30, 2025",€550k,"1,87m",right,53,59.0,0,60,65,50,0,0,0,0,55,0,0,0,50,0,0,0,0,65,65,70,60,60,50,65,35,65,65,50,55,40,60,55,55,55,70,70,65,65,65,55,65,45,25,30,50,65,70,55,45,35,45,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1245,tr2,45,1245,Batuhan Çelik,19,Ümraniyespor,1.Lig,Centre-Forward,ST,"Jun 30, 2025",€175k,"1,87m",right,30,,0,30,45,35,0,0,0,0,65,0,0,0,20,0,0,0,0,55,45,35,50,10,5,10,50,55,35,15,25,25,30,65,60,15,50,35,65,30,35,25,35,50,25,15,55,65,65,30,5,15,5,29,25.5,7.23 mil. €,Türkiye,9,249 bin €,20 teams,563,€255k,26.6
1246,tr2,46,1246,Göktuğ Bakırbaş,28,Erzurumspor FK,1.Lig,Goalkeeper,GK,"Jun 30, 2025",€400k,"1,96m",right,45,50.0,50,45,50,25,65,55,60,35,45,60,45,60,45,45,60,55,45,35,45,65,55,60,55,65,5,35,25,45,55,40,50,45,40,50,65,55,45,30,65,30,5,40,0,0,0,0,0,0,0,0,0,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1247,tr2,46,1247,Ataberk Dadakdeniz,25,Erzurumspor FK,1.Lig,Goalkeeper,GK,"Jun 30, 2025",€375k,"1,86m",right,53,65.0,55,45,60,30,50,55,50,45,50,55,65,60,50,40,80,55,55,45,55,50,45,50,55,40,10,35,25,55,50,50,45,50,60,50,75,70,50,45,65,40,5,45,0,0,0,0,0,0,0,0,0,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1248,tr2,46,1248,Oğuzhan Yağcı,22,Erzurumspor FK,1.Lig,Goalkeeper,GK,"Jun 30, 2025",€75k,"1,87m",right,20,20.0,40,35,45,10,65,30,45,25,5,55,45,30,35,35,65,30,35,35,40,50,25,40,15,65,15,70,15,30,25,20,20,65,45,20,65,65,65,15,20,15,5,5,0,0,0,0,0,0,0,0,0,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1249,tr2,46,1249,Kağan Moradaoğlu,21,Erzurumspor FK,1.Lig,Goalkeeper,GK,"Jun 30, 2026",€50k,"1,93m",right,40,,45,45,55,15,60,60,45,15,40,45,65,50,50,50,55,30,45,15,40,55,65,55,45,60,20,25,30,60,55,30,55,40,55,55,70,60,50,55,40,15,15,20,0,0,0,0,0,0,0,0,0,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1250,tr2,46,1250,Yakup Kırtay,21,Erzurumspor FK,1.Lig,Centre-Back,DC,"Jun 30, 2027",€550k,"1,87m",left,35,,0,45,55,35,0,0,0,0,45,0,0,0,40,0,0,0,0,60,40,65,40,55,45,15,25,60,40,40,60,35,55,50,40,55,65,55,45,60,60,20,20,45,10,30,35,20,65,15,30,50,45,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1251,tr2,46,1251,Gökhan Akkan,26,Erzurumspor FK,1.Lig,Centre-Back,DC,"Jun 30, 2025",€200k,"1,85m",right,45,53.0,0,50,55,40,0,0,0,0,55,0,0,0,45,0,0,0,0,70,50,70,55,55,50,50,25,50,35,60,55,40,60,40,45,65,65,55,45,60,65,25,25,35,10,30,35,25,65,30,20,60,65,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1252,tr2,46,1252,Mustafa Akbaş,34,Erzurumspor FK,1.Lig,Centre-Back,DC,"Jun 30, 2026",€50k,"1,88m",left,45,55.0,0,55,60,40,0,0,0,0,40,0,0,0,40,0,0,0,0,70,60,75,40,45,45,65,25,55,35,60,60,30,70,50,45,60,65,60,55,60,65,20,25,40,20,35,40,25,70,30,45,55,60,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1253,tr2,46,1253,Mustafa Yumlu,37,Erzurumspor FK,1.Lig,Centre-Back,DC,"Jun 30, 2025",€50k,"1,91m",right,48,60.0,0,55,60,35,0,0,0,0,35,0,0,0,40,0,0,0,0,80,60,85,45,55,50,70,20,75,45,55,65,35,45,35,45,60,80,80,45,60,65,15,40,35,10,20,35,25,80,15,40,60,60,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1254,tr2,46,1254,Guram Giorbelidze,28,Erzurumspor FK,1.Lig,Left-Back,DL,"Jun 30, 2025",€350k,"1,74m",left,52,54.0,0,50,60,45,0,0,0,0,55,0,0,0,60,0,0,0,0,35,60,60,55,55,60,15,40,40,45,65,60,60,65,60,60,60,45,60,60,70,45,35,25,50,25,30,40,30,60,40,40,60,55,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1255,tr2,46,1255,Cengizhan Bayrak,25,Erzurumspor FK,1.Lig,Left-Back,DL,"Jun 30, 2026",€50k,"1,72m",left,45,53.0,0,50,55,45,0,0,0,0,55,0,0,0,55,0,0,0,0,45,50,60,55,65,55,40,30,30,50,60,60,50,65,60,55,50,45,55,55,45,55,20,40,50,25,55,55,30,55,25,45,50,60,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1256,tr2,46,1256,Celal Hanalp,28,Erzurumspor FK,1.Lig,Right-Back,"DR, WBR","Jun 30, 2025",€225k,"1,78m",both,45,48.0,0,50,50,45,0,0,0,0,55,0,0,0,55,0,0,0,0,45,50,65,35,65,60,50,40,35,50,45,60,45,65,55,55,60,55,40,55,35,45,30,30,55,30,55,50,35,35,40,35,50,55,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1257,tr2,46,1257,Salih Sarıkaya,26,Erzurumspor FK,1.Lig,Right-Back,"DR, WBR","Jun 30, 2026",€175k,-,right,45,53.0,0,50,55,45,0,0,0,0,50,0,0,0,40,0,0,0,0,40,50,60,40,60,50,65,40,35,35,60,60,35,65,65,60,40,45,55,65,60,45,25,25,45,25,50,50,40,45,40,60,50,60,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1258,tr2,46,1258,Orhan Ovacıklı,36,Erzurumspor FK,1.Lig,Right-Back,DR,"Jun 30, 2025",€50k,"1,79m",right,48,55.0,0,55,60,45,0,0,0,0,55,0,0,0,55,0,0,0,0,60,55,80,40,65,55,70,30,65,35,55,70,40,80,60,55,55,55,75,45,70,45,25,30,55,25,50,55,25,40,40,55,65,65,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1259,tr2,46,1259,Ahmet Yavilioğlu,23,Erzurumspor FK,1.Lig,Right-Back,DR,"Jun 30, 2026",€25k,"1,78m",right,20,40.0,0,35,50,30,0,0,0,0,40,0,0,0,35,0,0,0,0,40,35,25,30,25,15,55,50,10,30,35,40,25,50,60,55,40,40,65,55,40,35,35,10,40,30,45,30,20,15,25,35,25,35,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1260,tr2,46,1260,Okechukwu Azubuike,27,Erzurumspor FK,1.Lig,Defensive Midfield,"DM, MC","Jun 30, 2025",€250k,"1,70m",right,53,68.0,0,60,55,45,0,0,0,0,60,0,0,0,60,0,0,0,0,65,65,65,55,60,50,65,50,40,50,55,65,55,70,65,75,60,25,70,45,65,45,40,40,60,25,40,50,30,40,55,30,50,65,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1261,tr2,46,1261,Batuhan Artarslan,30,Erzurumspor FK,1.Lig,Defensive Midfield,"DM, MC","Jun 30, 2026",€75k,"1,90m",right,48,58.0,0,55,55,45,0,0,0,0,55,0,0,0,60,0,0,0,0,50,60,65,60,50,65,55,50,35,40,65,55,60,65,45,50,65,65,60,55,55,60,25,30,60,25,35,50,50,55,35,25,50,50,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1262,tr2,46,1262,Giovanni Crociata,27,Erzurumspor FK,1.Lig,Central Midfield,MC,"Jun 30, 2026",€700k,"1,74m",right,57,60.0,0,60,60,55,0,0,0,0,65,0,0,0,65,0,0,0,0,70,65,65,65,65,60,80,60,40,60,45,55,60,60,65,65,60,45,75,65,70,50,50,45,65,60,60,65,50,45,55,30,45,50,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1263,tr2,46,1263,Sefa Akgün,24,Erzurumspor FK,1.Lig,Central Midfield,MC,"Jun 30, 2026",€300k,"1,74m",left,48,58.0,0,55,55,50,0,0,0,0,60,0,0,0,60,0,0,0,0,50,55,50,55,60,55,70,45,35,60,30,55,55,60,55,70,60,40,65,60,55,40,55,30,60,45,55,60,50,35,65,25,30,45,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1264,tr2,46,1264,Özgür Sert,23,Erzurumspor FK,1.Lig,Central Midfield,MC,"Jun 30, 2025",€300k,"1,80m",right,30,35.0,0,45,50,35,0,0,0,0,55,0,0,0,50,0,0,0,0,60,40,55,45,55,45,40,30,20,40,50,55,40,45,45,40,50,55,55,45,55,55,10,25,45,15,30,40,45,30,55,15,40,50,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1265,tr2,46,1265,Enes Karakaş,21,Erzurumspor FK,1.Lig,Central Midfield,MC,"Jun 30, 2026",€50k,-,,35,,0,50,50,40,0,0,0,0,55,0,0,0,60,0,0,0,0,60,45,45,45,40,40,70,55,25,55,40,65,55,60,60,55,50,40,55,50,50,40,45,35,55,35,40,50,35,25,40,10,30,40,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1266,tr2,46,1266,Yusuf Tok,23,Erzurumspor FK,1.Lig,Central Midfield,MC,"Jun 30, 2025",€25k,"1,75m",right,23,40.0,0,35,45,25,0,0,0,0,40,0,0,0,55,0,0,0,0,50,40,30,10,30,20,20,25,55,20,60,30,40,55,65,65,25,20,65,65,40,20,20,5,45,20,5,5,25,20,20,5,40,50,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1267,tr2,46,1267,Emre Çil,19,Erzurumspor FK,1.Lig,Central Midfield,DC,"Jun 30, 2026",€25k,"1,79m",right,38,,0,45,40,35,0,0,0,0,40,0,0,0,40,0,0,0,0,75,30,45,40,50,70,75,25,30,25,60,35,30,40,40,55,40,40,40,50,25,45,5,35,25,20,15,20,35,70,15,20,70,55,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1268,tr2,46,1268,Tonio Teklic,25,Erzurumspor FK,1.Lig,Attacking Midfield,"MC, AMC","Jun 30, 2025",€1.00m,"1,82m",left,58,64.0,0,55,60,55,0,0,0,0,60,0,0,0,65,0,0,0,0,75,60,45,55,45,45,65,70,35,70,30,40,60,75,70,70,50,55,65,70,65,45,60,65,65,55,50,85,55,40,65,35,30,40,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1269,tr2,46,1269,Kerim Taskale,19,Erzurumspor FK,1.Lig,Attacking Midfield,MC,"Jun 30, 2026",€25k,"1,75m",right,37,,0,45,45,35,0,0,0,0,70,0,0,0,40,0,0,0,0,50,30,35,35,40,60,60,25,50,45,25,35,70,60,70,55,15,20,65,55,35,35,35,15,50,35,25,15,25,35,35,5,35,40,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1270,tr2,46,1270,Uğurcan Mengi,20,Erzurumspor FK,1.Lig,Attacking Midfield,AMC,"Jun 30, 2025",€25k,-,,30,40.0,0,35,50,35,0,0,0,0,50,0,0,0,40,0,0,0,0,35,15,20,40,25,5,50,35,40,40,35,35,60,40,70,70,25,25,60,70,35,30,30,30,40,30,20,40,55,10,40,5,25,40,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1271,tr2,46,1271,Toni Tasev,30,Erzurumspor FK,1.Lig,Left Winger,AML,"Jun 30, 2026",€500k,"1,77m",right,53,57.0,0,50,60,50,0,0,0,0,55,0,0,0,55,0,0,0,0,40,50,40,55,50,40,65,70,50,55,35,50,40,60,75,80,70,30,65,65,50,30,65,60,60,60,60,65,55,35,50,20,25,35,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1272,tr2,46,1272,Furkan Özhan,24,Erzurumspor FK,1.Lig,Left Winger,AMR,"Jun 30, 2026",€300k,"1,76m",left,43,48.0,0,50,55,45,0,0,0,0,60,0,0,0,55,0,0,0,0,45,45,55,45,60,60,45,55,20,45,55,65,45,60,55,55,55,45,65,55,60,45,25,35,55,25,50,55,50,40,50,15,40,40,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1273,tr2,46,1273,Mustafa Fettahoğlu,23,Erzurumspor FK,1.Lig,Left Winger,"AMR, AML","Jun 30, 2027",€150k,"1,77m",right,48,,0,40,50,50,0,0,0,0,70,0,0,0,60,0,0,0,0,55,55,25,50,20,50,50,75,20,50,10,25,55,25,65,65,45,35,40,60,50,40,60,55,65,55,65,65,60,15,60,10,10,25,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1274,tr2,46,1274,Odise Roshi,33,Erzurumspor FK,1.Lig,Right Winger,AMR,"Jun 30, 2025",€175k,"1,87m",right,53,61.0,0,45,65,45,0,0,0,0,55,0,0,0,45,0,0,0,0,55,30,45,35,40,25,60,65,35,35,30,50,50,55,80,80,60,50,60,70,65,65,35,40,55,30,50,60,35,40,55,40,20,55,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1275,tr2,46,1275,Süleyman Koç,35,Erzurumspor FK,1.Lig,Right Winger,AMR,"Jun 30, 2025",€25k,-,right,40,50.0,0,55,50,45,0,0,0,0,55,0,0,0,55,0,0,0,0,55,45,50,55,50,50,70,50,55,60,40,60,50,55,50,55,60,45,40,45,55,50,30,40,55,25,55,50,35,35,55,25,35,45,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1276,tr2,46,1276,Streli Mamba,30,Erzurumspor FK,1.Lig,Centre-Forward,ST,"Jun 30, 2025",€200k,"1,77m",right,58,59.0,0,55,60,50,0,0,0,0,55,0,0,0,50,0,0,0,0,65,50,55,55,60,55,60,65,40,70,40,55,45,60,75,75,60,45,60,75,50,50,40,55,65,40,50,65,70,45,60,30,35,45,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1277,tr2,46,1277,Koray Kılınç,24,Erzurumspor FK,1.Lig,Centre-Forward,ST,"Jun 30, 2026",€175k,"1,92m",left,45,50.0,0,50,60,40,0,0,0,0,55,0,0,0,50,0,0,0,0,65,50,75,50,45,45,65,45,25,60,30,65,40,70,50,45,65,80,50,65,60,65,25,30,50,20,30,45,60,60,35,45,25,30,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1278,tr2,46,1278,Eren Tozlu,33,Erzurumspor FK,1.Lig,Centre-Forward,"AMC, ST","Jun 30, 2025",€150k,"1,78m",right,58,60.0,0,65,60,50,0,0,0,0,60,0,0,0,60,0,0,0,0,65,70,55,65,65,65,85,60,80,70,30,70,60,80,65,70,50,45,70,65,45,55,40,70,60,25,45,60,70,65,50,15,45,30,33,26.9,7.08 mil. €,Türkiye,8,214 bin €,20 teams,563,€255k,26.6
1279,tr2,47,1279,Erhan Erentürk,29,Gençlerbirliği SK,1.Lig,Goalkeeper,GK,"Jun 30, 2025",€250k,"1,90m",right,50,58.0,55,45,65,30,60,55,55,30,45,55,45,60,45,65,65,70,60,25,50,70,65,50,45,60,10,35,5,55,55,25,60,55,70,55,70,90,55,45,65,20,25,45,0,0,0,0,0,0,0,0,0,29,27.6,6.95 mil. €,Türkiye,10,240 bin €,20 teams,563,€255k,26.6
1280,tr2,47,1280,Orkun Özdemir,29,Gençlerbirliği SK,1.Lig,Goalkeeper,GK,"Jun 30, 2025",€200k,-,right,50,55.0,50,45,55,35,60,40,50,5,55,55,55,65,45,80,75,25,60,30,55,50,55,60,60,65,10,25,5,65,55,40,50,40,60,50,60,60,45,60,55,30,20,50,0,0,0,0,0,0,0,0,0,29,27.6,6.95 mil. €,Türkiye,10,240 bin €,20 teams,563,€255k,26.6
1281,tr2,47,1281,Ebrar Aydın,24,Gençlerbirliği SK,1.Lig,Goalkeeper,GK,"Jun 30, 2025",€25k,"1,95m",right,30,40.0,45,35,55,20,60,40,60,40,25,60,60,45,35,35,50,30,50,25,45,60,35,20,25,60,30,20,20,50,45,20,30,30,55,50,85,55,55,40,55,25,5,25,0,0,0,0,0,0,0,0,0,29,27.6,6.95 mil. €,Türkiye,10,240 bin €,20 teams,563,€255k,26.6
1282,tr2,47,1282,Alperen Babacan,27,Gençlerbirliği SK,1.Lig,Centre-Back,"DR, DC","Jun 30, 2025",€375k,"1,85m",right,53,55.0,0,55,60,40,0,0,0,0,50,0,0,0,55,0,0,0,0,65,60,65,65,60,55,40,35,25,55,60,55,40,55,50,55,60,70,60,50,60,60,25,35,55,10,40,35,30,70,20,25,70,65,29,27.6,6.95 mil. €,Türkiye,10,240 bin €,20 teams,563,€255k,26.6
1283,tr2,47,1283,Zan Zuzek,27,Gençlerbirliği SK,1.Lig,Centre-Back,DC,"Jun 30, 2026",€250k,"1,86m",right,55,58.0,0,55,60,55,0,0,0,0,55,0,0,0,65,0,0,0,0,60,55,60,55,60,55,60,40,45,40,55,60,55,60,60,55,60,70,50,60,70,60,40,40,60,55,55,65,35,60,45,45,60,55,29,27.6,6.95 mil. €,Türkiye,10,240 bin €,20 teams,563,€255k,26.6
1284,tr2,47,1284,Sinan Osmanoğlu,34,Gençlerbirliği SK,1.Lig,Centre-Back,DC,"Jun 30, 2025",€75k,"1,97m",right,48,55.0,0,55,50,40,0,0,0,0,50,0,0,0,55,0,0,0,0,50,65,70,60,65,60,65,20,70,50,60,55,50,45,25,30,60,75,55,45,45,65,10,25,50,15,10,45,45,70,25,50,60,60,29,27.6,6.95 mil. €,Türkiye,10,240 bin €,20 teams,563,€255k,26.6
1285,tr2,47,1285,Abdullah Şahindere,21,Gençlerbirliği SK,1.Lig,Centre-Back,"DR, DC","Jun 30, 2026",€25k,"1,87m",right,35,,0,50,50,35,0,0,0,0,35,0,0,0,40,0,0,0,0,60,50,60,45,50,45,65,30,40,35,55,50,35,60,45,45,50,55,55,50,50,55,20,20,35,15,30,30,20,55,15,35,55,50,29,27.6,6.95 mil. €,Türkiye,10,240 bin €,20 teams,563,€255k,26.6
