player_id,footballer_id,footballer_name_player,rating,potential,position_acronym,goalkeeping,mental,physical,technical,aerial-reach,command-of-area,communication,eccentricity,first-touch,handling,kicking,one-on-ones,passing,punching-tendency,reflexes,rushing-out-tendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off-the-ball,positioning,teamwork,vision,work-rate,acceleration,agility,balance,jumping-reach,natural-fitness,pace,stamina,strength,free-kick-taking,penalty-taking,technique,corners,crossing,dribbling,finishing,heading,long-shots,long-throws,marking,tackling,league_id,team_id,footballer_name_footballer,club,league_name,trikot_num,position,birthday,age,nationality_img_path,height,feet,contract,market_value,footballer_img_path,league_name_team,league_id_team,team_name,team_info_link,img_path,num_players,avg_age,num_legionnaires,avg_marketing_val,total_squad_value,league_name_league,league_logo_path,country,num_teams,players,foreign_players,avg_marketing_val_league,avg_age_league,most_valuable_player,total_market_value
1339,1339,Sakıb Aytaç,50,60.0,"DL, DC",0,55,60,45,0,0,0,0,50,0,0,0,60,0,0,0,0,55,60,55,60,55,55,65,40,60,40,60,60,50,55,45,40,65,65,70,55,55,65,30,25,55,30,55,35,15,50,20,55,65,65,tr2,49,Sakıb Aytaç,Esenler Erokspor,1.Lig,5,Centre-Back,"Nov 24, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",left,"Jun 30, 2025",€150k,https://img.a.transfermarkt.technology/portrait/medium/114491-1627125306.jpeg?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1340,1340,Eşref Korkmazoğlu,43,48.0,DL,0,50,60,40,0,0,0,0,45,0,0,0,50,0,0,0,0,70,55,65,50,50,50,55,35,45,30,60,60,30,60,65,60,55,45,60,60,60,55,10,20,40,15,45,30,20,50,20,60,60,65,tr2,49,Eşref Korkmazoğlu,Esenler Erokspor,1.Lig,3,Left-Back,"May 27, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,-,left,"Jun 30, 2025",€125k,https://img.a.transfermarkt.technology/portrait/medium/308241-1504299609.jpg?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1341,1341,Mucahit Albayrak,50,55.0,DL,0,50,60,55,0,0,0,0,60,0,0,0,65,0,0,0,0,55,60,45,55,55,55,35,35,30,45,50,60,55,60,65,60,60,45,55,60,60,55,60,35,55,55,70,45,50,55,55,60,50,55,tr2,49,Mücahid Albayrak,Esenler Erokspor,1.Lig,53,Left-Back,"Jul 30, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,80m",left,"Jun 30, 2025",€75k,https://img.a.transfermarkt.technology/portrait/medium/292496-1663339439.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1342,1342,Oğuz Ceylan,55,55.0,DR,0,60,60,50,0,0,0,0,60,0,0,0,55,0,0,0,0,85,55,80,55,55,55,65,40,50,50,60,65,45,70,65,65,65,40,75,65,65,50,40,35,60,50,60,50,35,35,40,60,60,65,tr2,49,Oğuz Ceylan,Esenler Erokspor,1.Lig,77,Right-Back,"Dec 15, 1990",33,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,74m",right,"Jun 30, 2025",€75k,https://img.a.transfermarkt.technology/portrait/medium/139316-1696087176.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1343,1343,Sefa Narin,53,55.0,"DM, MC",0,55,60,45,0,0,0,0,60,0,0,0,65,0,0,0,0,50,60,55,55,65,55,65,35,55,40,60,65,55,65,60,65,65,40,60,55,65,60,35,40,55,25,40,50,35,60,40,25,65,65,tr2,49,Sefa Narin,Esenler Erokspor,1.Lig,41,Defensive Midfield,"Apr 6, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",right,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/250112-1472945959.jpg?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1344,1344,Tugay Kacar,48,53.0,DM,0,60,55,45,0,0,0,0,55,0,0,0,60,0,0,0,0,50,65,75,55,65,60,50,55,55,40,65,65,40,70,45,50,65,60,50,55,55,65,30,35,55,30,35,50,35,60,25,45,65,60,tr2,49,Tugay Kacar,Esenler Erokspor,1.Lig,4,Defensive Midfield,"Jan 1, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",right,"Jun 30, 2025",€175k,https://img.a.transfermarkt.technology/portrait/medium/188942-1680121773.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1345,1345,Jair,58,59.0,MC,0,60,60,55,0,0,0,0,60,0,0,0,60,0,0,0,0,55,60,60,60,60,60,70,65,60,60,60,65,55,70,60,65,60,50,65,65,70,60,65,60,55,55,55,65,40,50,45,45,55,65,tr2,49,Jair,Esenler Erokspor,1.Lig,29,Central Midfield,"Aug 3, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,74m",right,"Jun 30, 2025",€800k,https://img.a.transfermarkt.technology/portrait/medium/432742-1674142588.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1346,1346,Ryan Jack,62,70.0,"DM, MC",0,65,55,50,0,0,0,0,60,0,0,0,65,0,0,0,0,80,50,75,75,60,50,85,30,70,60,60,75,65,80,55,50,65,50,25,55,80,60,15,50,65,55,25,55,50,30,55,30,65,65,tr2,49,Ryan Jack,Esenler Erokspor,1.Lig,26,Central Midfield,"Feb 27, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/190.png?lm=1520611569,"1,82m",right,"Jun 30, 2026",€600k,https://img.a.transfermarkt.technology/portrait/medium/60793-1701544737.jpg?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1347,1347,Alper Karaman,55,60.0,MC,0,60,60,50,0,0,0,0,60,0,0,0,60,0,0,0,0,60,60,55,60,55,50,65,60,50,60,55,60,60,60,60,60,60,50,80,55,65,60,55,45,65,50,50,55,55,55,60,15,50,55,tr2,49,Alper Karaman,Esenler Erokspor,1.Lig,8,Central Midfield,"Jan 24, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,82m",right,"Jun 30, 2025",€300k,https://img.a.transfermarkt.technology/portrait/medium/405872-1506776686.jpg?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1348,1348,Janne-Pekka Laine,48,,"MC, AMC",0,55,50,45,0,0,0,0,60,0,0,0,65,0,0,0,0,70,55,45,60,55,55,60,60,50,55,45,65,65,60,60,60,45,35,60,55,60,30,45,40,60,30,45,50,40,35,40,15,35,40,tr2,49,Janne-Pekka Laine,Esenler Erokspor,1.Lig,6,Central Midfield,"Jan 25, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/49.png?lm=1520611569,"1,84m",right,"Jun 30, 2025",€250k,https://img.a.transfermarkt.technology/portrait/medium/619911-1695399988.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1349,1349,Berkay Aydoğmuş,40,,MC,0,50,50,45,0,0,0,0,55,0,0,0,60,0,0,0,0,45,55,50,35,50,45,55,45,50,45,60,55,45,55,55,60,35,50,40,50,55,60,30,35,60,30,50,45,40,45,35,25,35,55,tr2,49,Berkay Aydoğmuş,Esenler Erokspor,1.Lig,80,Central Midfield,"Jan 7, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,80m",right,"Jun 30, 2025",€100k,https://img.a.transfermarkt.technology/portrait/medium/1009300-1695644283.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1350,1350,Óscar Pinchi,55,63.0,AML,0,50,60,45,0,0,0,0,55,0,0,0,50,0,0,0,0,50,50,50,45,50,50,60,70,35,50,45,40,55,60,70,80,65,40,55,65,60,40,40,50,65,40,55,65,50,35,45,40,35,35,tr2,49,Óscar Pinchi,Esenler Erokspor,1.Lig,21,Attacking Midfield,"Jan 17, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,71m",right,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/413502-1693418287.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1351,1351,Kévin N'Zuzi Mata,43,55.0,AML,0,45,60,40,0,0,0,0,60,0,0,0,50,0,0,0,0,65,50,55,45,35,50,45,60,40,60,25,35,35,50,60,65,60,50,60,65,60,55,30,55,60,30,45,60,55,40,40,15,15,15,tr2,49,Kévin Nzuzi Mata,Esenler Erokspor,1.Lig,7,Left Winger,"May 17, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/193.png?lm=1520611569,"1,81m",right,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/335131-1692181312.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1352,1352,Altar Hidayetoğlu,48,60.0,AML,0,45,55,45,0,0,0,0,60,0,0,0,50,0,0,0,0,25,45,25,50,60,35,70,65,20,60,30,40,50,60,70,70,50,25,55,65,60,35,35,35,65,65,50,65,50,40,35,20,15,25,tr2,49,Altar Hidayetoğlu,Esenler Erokspor,1.Lig,10,Left Winger,"Jul 5, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,71m",right,"Jun 30, 2026",€100k,https://img.a.transfermarkt.technology/portrait/medium/618666-1689704078.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1353,1353,Mor Faye,43,50.0,"AMR, ST",0,45,55,40,0,0,0,0,45,0,0,0,45,0,0,0,0,55,50,55,55,50,45,35,50,25,45,35,45,40,50,65,70,55,45,65,65,65,25,30,35,55,30,45,55,45,40,45,25,35,35,tr2,49,Mame Mor Faye,Esenler Erokspor,1.Lig,11,Right Winger,"Jul 12, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/149.png?lm=1520611569,"1,82m",right,"Jun 30, 2025",€550k,https://img.a.transfermarkt.technology/portrait/medium/1111241-1693413414.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1354,1354,Furkan Orak,40,,DR,0,40,60,35,0,0,0,0,45,0,0,0,40,0,0,0,0,40,35,45,40,40,35,60,35,20,45,45,55,35,60,75,60,55,40,60,70,60,45,15,30,45,15,40,40,40,40,35,40,40,40,tr2,49,Furkan Orak,Esenler Erokspor,1.Lig,70,Right Winger,"May 28, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,79m",right,"Jun 30, 2027",€125k,https://img.a.transfermarkt.technology/portrait/medium/1054907-1683409361.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1355,1355,Hamza Catakovic,53,65.0,ST,0,50,55,50,0,0,0,0,70,0,0,0,50,0,0,0,0,60,50,55,40,45,50,50,65,45,60,45,50,60,50,60,55,45,65,50,55,45,65,55,35,50,30,35,60,70,60,50,40,30,35,tr2,49,Hamza Catakovic,Esenler Erokspor,1.Lig,9,Centre-Forward,"Jan 15, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/24.png?lm=1569523290,"1,86m",left,"Jun 30, 2026",€750k,https://img.a.transfermarkt.technology/portrait/medium/389306-1692245969.jpg?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1356,1356,İdris Furat,43,50.0,ST,0,50,55,40,0,0,0,0,60,0,0,0,50,0,0,0,0,55,55,55,50,55,40,50,45,25,60,20,55,50,55,55,55,55,55,50,60,55,55,25,45,55,10,35,55,60,60,45,10,15,15,tr2,49,Ertuğrul İdris Furat,Esenler Erokspor,1.Lig,99,Centre-Forward,"Jun 5, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,84m",right,"Jun 30, 2025",€125k,https://img.a.transfermarkt.technology/portrait/medium/743128-1704482411.jpg?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1357,1357,Junior Fernandes,55,68.0,"AML, ST",0,55,55,55,0,0,0,0,75,0,0,0,65,0,0,0,0,65,40,70,70,60,50,60,70,30,70,25,60,55,45,55,65,60,60,45,50,40,60,40,50,70,45,60,70,60,60,60,70,25,30,tr2,49,Junior Fernandes,Esenler Erokspor,1.Lig,78,Centre-Forward,"Apr 10, 1988",36,https://tmssl.akamaized.net//images/flagge/verysmall/33.png?lm=1520611569,"1,83m",right,"Jun 30, 2025",€75k,https://img.a.transfermarkt.technology/portrait/medium/89708-1678274901.png?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1358,1358,Abuzer Toplu,45,53.0,ST,0,55,50,50,0,0,0,0,60,0,0,0,60,0,0,0,0,50,65,55,65,45,55,60,55,60,65,30,65,45,40,30,40,60,65,60,40,45,70,55,70,60,20,45,50,65,70,60,10,25,25,tr2,49,Abuzer Toplu,Esenler Erokspor,1.Lig,17,Centre-Forward,"Jan 8, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,86m",right,"Jun 30, 2025",€50k,https://img.a.transfermarkt.technology/portrait/medium/138425-1593811144.jpg?lm=1,1.Lig,tr2,Esenler Erokspor,/esenler-erokspor/startseite/verein/45269/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/45269.png?lm=1714859697,25,28.6,9,261 bin €,6.53 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1359,1359,Furkan Köse,50,50.0,GK,55,50,60,30,55,50,55,40,40,55,75,55,50,65,65,55,55,50,50,50,50,55,55,60,35,45,25,60,60,40,60,45,65,60,75,70,40,50,60,30,15,40,0,0,0,0,0,0,0,0,0,tr2,50,Furkan Köse,Iğdır FK,1.Lig,1,Goalkeeper,"May 28, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,89m",right,"Jun 30, 2025",€225k,https://img.a.transfermarkt.technology/portrait/medium/214741-1664103653.png?lm=1,1.Lig,tr2,Iğdır FK,/76-igdir-belediye-spor/startseite/verein/74664/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/74664.png?lm=1632618394,30,27.8,9,210 bin €,6.30 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1360,1360,Alp Arda,48,55.0,GK,55,45,55,35,50,55,45,50,50,55,65,70,45,50,75,65,45,50,50,65,55,50,35,55,35,35,5,45,40,35,40,60,65,45,50,65,50,50,60,35,20,50,0,0,0,0,0,0,0,0,0,tr2,50,Alp Arda,Iğdır FK,1.Lig,32,Goalkeeper,"Jun 7, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,92m",left,"Jun 30, 2025",€75k,https://img.a.transfermarkt.technology/portrait/medium/289199-1722122494.jpeg?lm=1,1.Lig,tr2,Iğdır FK,/76-igdir-belediye-spor/startseite/verein/74664/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/74664.png?lm=1632618394,30,27.8,9,210 bin €,6.30 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1361,1361,Ali Aydın,33,,GK,45,35,45,15,65,25,40,50,20,65,60,50,50,30,65,35,30,65,15,75,30,35,25,70,5,50,15,45,30,25,25,35,60,30,80,50,40,5,40,10,20,10,0,0,0,0,0,0,0,0,0,tr2,50,Ali Aydın,Iğdır FK,1.Lig,-,Goalkeeper,"Oct 21, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,81m",right,-,€25k,https://img.a.transfermarkt.technology/portrait/medium/908121-1696517719.jpg?lm=1,1.Lig,tr2,Iğdır FK,/76-igdir-belediye-spor/startseite/verein/74664/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/74664.png?lm=1632618394,30,27.8,9,210 bin €,6.30 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1362,1362,Onur Sarman,28,,GK,40,45,35,20,35,45,45,30,35,60,45,40,25,35,40,45,40,60,50,65,50,45,40,35,40,50,20,65,50,40,35,30,35,25,40,35,35,40,35,40,15,5,0,0,0,0,0,0,0,0,0,tr2,50,Onur Alp Sarman,Iğdır FK,1.Lig,26,Goalkeeper,"Mar 19, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,91m",left,"Jun 30, 2025",€25k,https://img.a.transfermarkt.technology/portrait/medium/856116-1721491571.jpg?lm=1,1.Lig,tr2,Iğdır FK,/76-igdir-belediye-spor/startseite/verein/74664/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/74664.png?lm=1632618394,30,27.8,9,210 bin €,6.30 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1363,1363,Alim Öztürk,50,58.0,DC,0,55,60,50,0,0,0,0,50,0,0,0,55,0,0,0,0,70,55,70,65,45,45,80,35,50,35,60,45,45,60,50,60,65,75,65,45,65,70,60,25,55,40,45,40,35,65,50,30,55,60,tr2,50,Alim Öztürk,Iğdır FK,1.Lig,4,Centre-Back,"Nov 17, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,91m",right,"Jun 30, 2026",€425k,https://img.a.transfermarkt.technology/portrait/medium/189186-1695410209.png?lm=1,1.Lig,tr2,Iğdır FK,/76-igdir-belediye-spor/startseite/verein/74664/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/74664.png?lm=1632618394,30,27.8,9,210 bin €,6.30 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1364,1364,Burak Bekaroğlu,55,60.0,DC,0,60,60,45,0,0,0,0,60,0,0,0,60,0,0,0,0,65,55,75,60,55,50,65,45,40,40,65,75,65,65,55,50,65,60,65,60,60,70,25,30,60,30,35,50,30,60,25,35,65,65,tr2,50,Burak Bekaroğlu,Iğdır FK,1.Lig,86,Centre-Back,"Apr 16, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,91m",right,"Jun 30, 2026",€300k,https://img.a.transfermarkt.technology/portrait/medium/293903-1696433296.png?lm=1,1.Lig,tr2,Iğdır FK,/76-igdir-belediye-spor/startseite/verein/74664/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/74664.png?lm=1632618394,30,27.8,9,210 bin €,6.30 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1365,1365,Hasan Hatipoğlu,55,55.0,DC,0,60,55,45,0,0,0,0,55,0,0,0,60,0,0,0,0,70,65,65,60,65,65,70,30,65,35,65,65,50,55,45,40,55,65,70,55,55,65,25,25,55,20,35,35,25,65,20,45,70,70,tr2,50,Hasan Hatipoğlu,Iğdır FK,1.Lig,5,Centre-Back,"Jul 19, 1989",35,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",left,"Jun 30, 2026",€100k,https://img.a.transfermarkt.technology/portrait/medium/196900-1604435433.png?lm=1,1.Lig,tr2,Iğdır FK,/76-igdir-belediye-spor/startseite/verein/74664/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/74664.png?lm=1632618394,30,27.8,9,210 bin €,6.30 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
1366,1366,Alperen Selvi,43,53.0,DC,0,50,55,40,0,0,0,0,50,0,0,0,55,0,0,0,0,65,45,60,40,45,45,70,35,30,30,55,65,40,65,45,50,60,65,60,60,50,65,15,50,50,10,35,45,15,60,20,20,60,65,tr2,50,Alperen Selvi,Iğdır FK,1.Lig,6,Centre-Back,"Apr 13, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",left,"Jun 30, 2027",€100k,https://img.a.transfermarkt.technology/portrait/medium/699971-1689702831.png?lm=1,1.Lig,tr2,Iğdır FK,/76-igdir-belediye-spor/startseite/verein/74664/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/74664.png?lm=1632618394,30,27.8,9,210 bin €,6.30 mil. €,1.Lig,https://tmssl.akamaized.net//images/logo/header/tr2.png?lm=1691091073,Türkiye,20 teams,563,167,€255k,26.6,Efkan Bekiroğlu,€143.37m
