footballer_id,league_id,team_id,footballer_name,club,league_name,trikot_num,position,birthday,age,nationality_img_path,height,feet,contract,market_value,footballer_img_path
1171,tr2,43,Rahmetullah Berişbek,Bandırmaspor,1.Lig,77,Right-Back,"Mar 22, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,71m",right,"Jun 30, 2026",€650k,https://img.a.transfermarkt.technology/portrait/medium/534706-1666968028.png?lm=1
1172,tr2,43,Erkam Kömür,Bandırmaspor,1.Lig,24,Right-Back,"Jul 15, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,-,right,"Jun 30, 2025",€175k,https://img.a.transfermarkt.technology/portrait/medium/707915-1692187789.png?lm=1
1173,tr2,43,Rodrigo,Bandırmaspor,1.Lig,5,Defensive Midfield,"Jun 4, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,76m",right,"Jun 30, 2027",€1.00m,https://img.a.transfermarkt.technology/portrait/medium/1009017-1690741531.jpg?lm=1
1174,tr2,43,Coshqun Diniyev,Bandırmaspor,1.Lig,91,Defensive Midfield,"Sep 13, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/13.png?lm=1520611569,"1,69m",right,"Jun 30, 2025",€650k,https://img.a.transfermarkt.technology/portrait/medium/251812-1707406290.png?lm=1
1175,tr2,43,Mehmet Özcan,Bandırmaspor,1.Lig,41,Defensive Midfield,"Aug 10, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",right,"Jun 30, 2025",€450k,https://img.a.transfermarkt.technology/portrait/medium/415881-1661353833.png?lm=1
1176,tr2,43,Remi Mulumba,Bandırmaspor,1.Lig,92,Defensive Midfield,"Nov 2, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/193.png?lm=1520611569,"1,78m",right,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/146099-1661353870.png?lm=1
1177,tr2,43,Kerem Atakan Kesgin,Bandırmaspor,1.Lig,20,Central Midfield,"Nov 5, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,76m",right,"Jun 30, 2025",€900k,https://img.a.transfermarkt.technology/portrait/medium/361264-1706882610.png?lm=1
1178,tr2,43,Hikmet Çiftçi,Bandırmaspor,1.Lig,6,Central Midfield,"Mar 10, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,77m",left,"Jun 30, 2026",€325k,https://img.a.transfermarkt.technology/portrait/medium/244930-1660553490.jpg?lm=1
1179,tr2,43,Mourad Louzif,Bandırmaspor,1.Lig,-,Central Midfield,"Jul 11, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/107.png?lm=1520611569,"1,84m",right,"Jun 30, 2027",€300k,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
1180,tr2,43,Emirhan Ayhan,Bandırmaspor,1.Lig,21,Central Midfield,"Jun 22, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,82m",right,"Jun 30, 2027",€25k,https://img.a.transfermarkt.technology/portrait/medium/1251751-1724402634.png?lm=1
1181,tr2,43,Levent Ayçiçek,Bandırmaspor,1.Lig,28,Attacking Midfield,"Feb 14, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,69m",right,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/117476-1661354268.png?lm=1
1182,tr2,43,Landry Nomel,Bandırmaspor,1.Lig,19,Left Winger,"Sep 3, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,"1,82m",right,"Jun 30, 2025",€400k,https://img.a.transfermarkt.technology/portrait/medium/562578-1534536627.jpg?lm=1
1183,tr2,43,İbrahim Kaya,Bandırmaspor,1.Lig,11,Left Winger,"Mar 9, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,84m",right,"Jun 30, 2026",€100k,https://img.a.transfermarkt.technology/portrait/medium/712127-1696236200.jpg?lm=1
1184,tr2,43,Adama Diakhaby,Bandırmaspor,1.Lig,10,Right Winger,"Jul 5, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,"1,84m",left,"Jun 30, 2026",€400k,https://img.a.transfermarkt.technology/portrait/medium/453594-1674830536.png?lm=1
1185,tr2,43,Paulinho,Bandırmaspor,1.Lig,7,Centre-Forward,"Sep 21, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,86m",right,"Jun 30, 2025",€275k,https://img.a.transfermarkt.technology/portrait/medium/842718-1668162713.png?lm=1
1186,tr2,43,Marco Paixão,Bandırmaspor,1.Lig,29,Centre-Forward,"Sep 19, 1984",40,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,85m",right,"Jun 30, 2025",€50k,https://img.a.transfermarkt.technology/portrait/medium/71662-1680541645.png?lm=1
1187,tr2,44,Çağlar Akbaba,Boluspor,1.Lig,1,Goalkeeper,"Mar 17, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",right,"Jun 30, 2025",€325k,https://img.a.transfermarkt.technology/portrait/medium/264431-1692014871.png?lm=1
1188,tr2,44,Kubilay Anteplioğlu,Boluspor,1.Lig,34,Goalkeeper,"Sep 11, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,90m",right,"Jun 30, 2025",€25k,https://img.a.transfermarkt.technology/portrait/medium/198060-1696952138.jpg?lm=1
1189,tr2,44,Haktan Bülent Nalyapan,Boluspor,1.Lig,99,Goalkeeper,"Jan 21, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,-,,-,€25k,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
1190,tr2,44,Naby Oularé,Boluspor,1.Lig,13,Centre-Back,"Aug 6, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/59.png?lm=1520611569,"1,77m",right,"Jun 30, 2028",€1.30m,https://img.a.transfermarkt.technology/portrait/medium/666926-1692015989.png?lm=1
1191,tr2,44,Onur Ulaş,Boluspor,1.Lig,14,Centre-Back,"Mar 13, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",left,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/339063-1692015200.png?lm=1
1192,tr2,44,Veaceslav Posmac,Boluspor,1.Lig,5,Centre-Back,"Nov 7, 1990",34,https://tmssl.akamaized.net//images/flagge/verysmall/112.png?lm=1520611569,"1,92m",right,"Jun 30, 2025",€150k,https://img.a.transfermarkt.technology/portrait/medium/171769-1680122449.png?lm=1
1193,tr2,44,Kaan Arslan,Boluspor,1.Lig,24,Centre-Back,"Jan 28, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,86m",right,"Jun 30, 2026",€125k,https://img.a.transfermarkt.technology/portrait/medium/507162-1724326533.png?lm=1
1194,tr2,44,Kerem Paykoç,Boluspor,1.Lig,4,Centre-Back,"Aug 20, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,88m",left,"Jun 30, 2025",€100k,https://img.a.transfermarkt.technology/portrait/medium/917074-1692015235.png?lm=1
1195,tr2,44,Fethi Özer,Boluspor,1.Lig,35,Centre-Back,"Oct 4, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",right,"Jun 30, 2025",€75k,https://img.a.transfermarkt.technology/portrait/medium/280491-1663352327.png?lm=1
1196,tr2,44,Enes Alıç,Boluspor,1.Lig,33,Left-Back,"Aug 26, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,-,left,"Jun 30, 2025",€150k,https://img.a.transfermarkt.technology/portrait/medium/540122-1703951934.png?lm=1
1197,tr2,44,Onur Atasayar,Boluspor,1.Lig,3,Left-Back,"Jan 1, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,84m",left,"Jun 30, 2025",€50k,https://img.a.transfermarkt.technology/portrait/medium/287925-1724326502.png?lm=1
1198,tr2,44,Murat Elmacı,Boluspor,1.Lig,54,Left-Back,"Jan 11, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,-,left,"Jun 30, 2028",€25k,https://img.a.transfermarkt.technology/portrait/medium/1067910-1706277927.png?lm=1
1199,tr2,44,Ali Ülgen,Boluspor,1.Lig,2,Right-Back,"Nov 10, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,76m",right,"Jun 30, 2025",€300k,https://img.a.transfermarkt.technology/portrait/medium/352662-1724326461.png?lm=1
1200,tr2,44,İshak Karaoğul,Boluspor,1.Lig,36,Right-Back,"Mar 30, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",right,"Jun 30, 2027",€175k,https://img.a.transfermarkt.technology/portrait/medium/783437-1705410876.png?lm=1
1201,tr2,44,Hakan Bilgiç,Boluspor,1.Lig,17,Right-Back,"Oct 30, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,84m",right,"Jun 30, 2025",€100k,https://img.a.transfermarkt.technology/portrait/medium/197711-1692015350.png?lm=1
1202,tr2,44,Oğuz Kağan Güçtekin,Boluspor,1.Lig,6,Defensive Midfield,"Apr 6, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,73m",right,"Jun 30, 2025",€400k,https://img.a.transfermarkt.technology/portrait/medium/352718-1692015396.png?lm=1
1203,tr2,44,Estrela,Boluspor,1.Lig,55,Defensive Midfield,"Sep 22, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/6.png?lm=1520611569,"1,73m",right,"Jun 30, 2026",€325k,https://img.a.transfermarkt.technology/portrait/medium/290366-1724326379.png?lm=1
1204,tr2,44,Jefferson,Boluspor,1.Lig,10,Central Midfield,"Jan 22, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,80m",right,"Jun 30, 2025",€300k,https://img.a.transfermarkt.technology/portrait/medium/252922-1693898009.png?lm=1
1205,tr2,44,Abdoulaye Diarrassouba,Boluspor,1.Lig,-,Central Midfield,"Nov 14, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/38.png?lm=1520611569,"1,75m",right,"Jun 30, 2026",€275k,https://img.a.transfermarkt.technology/portrait/medium/936401-1706277786.png?lm=1
1206,tr2,44,Siraçhan Nas,Boluspor,1.Lig,19,Attacking Midfield,"Jun 20, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,-,right,"Jun 30, 2025",€400k,https://img.a.transfermarkt.technology/portrait/medium/695475-1686238150.png?lm=1
1207,tr2,44,Daniel Avramovski,Boluspor,1.Lig,27,Attacking Midfield,"Feb 20, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/100.png?lm=1520611569,"1,84m",left,"Jun 30, 2025",€375k,https://img.a.transfermarkt.technology/portrait/medium/193289-1706277832.png?lm=1
1208,tr2,44,Harun Yerlikaya,Boluspor,1.Lig,21,Attacking Midfield,"Apr 4, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,-,,"Jun 30, 2026",€25k,https://img.a.transfermarkt.technology/portrait/medium/1070820-1706277999.png?lm=1
1209,tr2,44,Paul Mukairu,Boluspor,1.Lig,12,Left Winger,"Jan 18, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569,"1,82m",right,"Jun 30, 2025",€700k,https://img.a.transfermarkt.technology/portrait/medium/667914-1568846968.png?lm=1
1210,tr2,44,Berk Yıldız,Boluspor,1.Lig,7,Left Winger,"Jan 9, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",left,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/212325-1692016049.png?lm=1
1211,tr2,44,Idrissa Camara,Boluspor,1.Lig,11,Left Winger,"Jun 18, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/149.png?lm=1520611569,"1,79m",right,"Jun 30, 2025",€150k,https://img.a.transfermarkt.technology/portrait/medium/822241-1692015495.png?lm=1
1212,tr2,44,Anıl Koç,Boluspor,1.Lig,89,Right Winger,"Jan 29, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",right,"Jun 30, 2025",€100k,https://img.a.transfermarkt.technology/portrait/medium/168161-1706277873.png?lm=1
1213,tr2,44,Eren Aydın,Boluspor,1.Lig,9,Centre-Forward,"Feb 12, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,83m",right,"Jun 30, 2025",€650k,https://img.a.transfermarkt.technology/portrait/medium/873534-1718905084.jpeg?lm=1
1214,tr2,44,Vüsal Isgandarli,Boluspor,1.Lig,77,Centre-Forward,"Nov 3, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/13.png?lm=1520611569,"1,80m",right,"Jun 30, 2026",€225k,https://img.a.transfermarkt.technology/portrait/medium/375763-1705100045.png?lm=1
1215,tr2,44,Khouma Babacar,Boluspor,1.Lig,15,Centre-Forward,"Mar 17, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/149.png?lm=1520611569,"1,85m",right,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/124902-1724326318.png?lm=1
1216,tr2,44,Hüsamettin Yener,Boluspor,1.Lig,52,Centre-Forward,"Mar 19, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,83m",right,"Jun 30, 2025",€50k,https://img.a.transfermarkt.technology/portrait/medium/211133-1663973857.png?lm=1
1217,tr2,45,Übeyd Adıyaman,Ümraniyespor,1.Lig,1,Goalkeeper,"Oct 2, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,94m",right,"Jun 30, 2025",€100k,https://img.a.transfermarkt.technology/portrait/medium/251070-1707405839.png?lm=1
1218,tr2,45,Cihan Topaloğlu,Ümraniyespor,1.Lig,35,Goalkeeper,"Mar 30, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,86m",left,"Jun 30, 2025",€100k,https://img.a.transfermarkt.technology/portrait/medium/209576-1710005528.png?lm=1
1219,tr2,45,Onur Yıldırım,Ümraniyespor,1.Lig,99,Goalkeeper,"Feb 27, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,91m",right,"Jun 30, 2025",€25k,https://img.a.transfermarkt.technology/portrait/medium/1052906-1707405884.png?lm=1
1220,tr2,45,Burak Öksüz,Ümraniyespor,1.Lig,53,Centre-Back,"Jan 25, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",left,"Jun 30, 2025",€550k,https://img.a.transfermarkt.technology/portrait/medium/393243-1726568357.png?lm=1
1221,tr2,45,Furkan Apaydın,Ümraniyespor,1.Lig,23,Centre-Back,"Jul 11, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",left,"Jun 30, 2025",€300k,https://img.a.transfermarkt.technology/portrait/medium/930315-1704474683.png?lm=1
1222,tr2,45,Mustafa Eser,Ümraniyespor,1.Lig,4,Centre-Back,"Aug 29, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",right,"Jun 30, 2025",€225k,https://img.a.transfermarkt.technology/portrait/medium/708721-1707405981.png?lm=1
1223,tr2,45,Dimitri Cavaré,Ümraniyespor,1.Lig,97,Centre-Back,"Feb 5, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/251.png?lm=1520611569,"1,84m",right,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/278553-1707405932.png?lm=1
1224,tr2,45,Tomislav Glumac,Ümraniyespor,1.Lig,44,Centre-Back,"May 14, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1520611569,"1,94m",left,"Jun 30, 2026",€75k,https://img.a.transfermarkt.technology/portrait/medium/133829-1707406027.png?lm=1
1225,tr2,45,Yusuf Saitoğlu,Ümraniyespor,1.Lig,-,Centre-Back,"Jan 1, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,83m",right,"Jun 30, 2028",€50k,https://img.a.transfermarkt.technology/portrait/medium/1047586-1707406070.png?lm=1
1226,tr2,45,Batuhan Arıcı,Ümraniyespor,1.Lig,17,Left-Back,"Jan 20, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",left,"Jun 30, 2028",€50k,https://img.a.transfermarkt.technology/portrait/medium/1047576-1699105657.jpg?lm=1
1227,tr2,45,Oğuz Yıldırım,Ümraniyespor,1.Lig,70,Right-Back,"Jan 1, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,74m",right,"Jun 30, 2025",€300k,https://img.a.transfermarkt.technology/portrait/medium/342176-1692780918.png?lm=1
1228,tr2,45,Ali Turap Bülbül,Ümraniyespor,1.Lig,81,Right-Back,"Jan 25, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,79m",right,"Jun 30, 2025",€250k,https://img.a.transfermarkt.technology/portrait/medium/942940-1721040382.jpeg?lm=1
1229,tr2,45,Andrej Djokanovic,Ümraniyespor,1.Lig,6,Defensive Midfield,"Mar 1, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/24.png?lm=1569523290,"1,80m",right,"Jun 30, 2025",€1.10m,https://img.a.transfermarkt.technology/portrait/medium/483008-1708943934.png?lm=1
1230,tr2,45,Yusuf Kocatürk,Ümraniyespor,1.Lig,-,Defensive Midfield,"Jul 27, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,-,left,"Jun 30, 2026",€150k,https://img.a.transfermarkt.technology/portrait/medium/875113-1689015223.jpg?lm=1
1231,tr2,45,Kubilay Aktaş,Ümraniyespor,1.Lig,15,Defensive Midfield,"Jan 29, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,82m",right,"Jun 30, 2026",€150k,https://img.a.transfermarkt.technology/portrait/medium/274466-1667390663.png?lm=1
1232,tr2,45,Serkan Göksu,Ümraniyespor,1.Lig,8,Central Midfield,"May 19, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,82m",right,"Jun 30, 2025",€225k,https://img.a.transfermarkt.technology/portrait/medium/207855-1588245974.JPG?lm=1
1233,tr2,45,Atalay Babacan,Ümraniyespor,1.Lig,20,Central Midfield,"Jun 28, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,74m",left,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/361266-1692015457.png?lm=1
1234,tr2,45,Jurgen Bardhi,Ümraniyespor,1.Lig,10,Attacking Midfield,"Nov 6, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/3.png?lm=1520611569,"1,81m",right,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/347508-1698486172.png?lm=1
1235,tr2,45,Engjell Hoti,Ümraniyespor,1.Lig,5,Attacking Midfield,"Feb 26, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/40.png?lm=1520612525,"1,87m",right,"Jun 30, 2025",€400k,https://img.a.transfermarkt.technology/portrait/medium/283391-1690800714.jpg?lm=1
1236,tr2,45,Doğukan Saral,Ümraniyespor,1.Lig,-,Attacking Midfield,"Jan 31, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",left,"Jun 30, 2025",€25k,https://img.a.transfermarkt.technology/portrait/medium/873548-1702141204.jpg?lm=1
1237,tr2,45,Emre Kaya,Ümraniyespor,1.Lig,80,Attacking Midfield,"Jan 21, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,8m",right,"Jun 30, 2026",€25k,https://img.a.transfermarkt.technology/portrait/medium/884664-1696078634.jpg?lm=1
1238,tr2,45,Barış Ekincier,Ümraniyespor,1.Lig,22,Left Winger,"Mar 24, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/13.png?lm=1520611569,"1,81m",both,"Jun 30, 2025",€300k,https://img.a.transfermarkt.technology/portrait/medium/383223-1657204760.jpg?lm=1
1239,tr2,45,Mehmet Ali Büyüksayar,Ümraniyespor,1.Lig,24,Left Winger,"May 8, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,66m",right,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/860721-1696347122.png?lm=1
1240,tr2,45,Efe Uluağ,Ümraniyespor,1.Lig,-,Left Winger,"Dec 28, 2004",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",right,"Jun 30, 2025",€25k,https://img.a.transfermarkt.technology/portrait/medium/1188207-1695658612.jpg?lm=1
1241,tr2,45,Benny,Ümraniyespor,1.Lig,77,Right Winger,"Mar 27, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,78m",left,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/375380-1571745881.jpg?lm=1
1242,tr2,45,Cebio Soukou,Ümraniyespor,1.Lig,27,Right Winger,"Oct 2, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/21.png?lm=1520611569,"1,85m",right,"Jun 30, 2025",€350k,https://img.a.transfermarkt.technology/portrait/medium/85000-1676456803.png?lm=1
1243,tr2,45,Melih Okutan,Ümraniyespor,1.Lig,7,Right Winger,"Jul 1, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,77m",right,"Jun 30, 2025",€125k,https://img.a.transfermarkt.technology/portrait/medium/292773-1616165704.png?lm=1
1244,tr2,45,Georgi Minchev,Ümraniyespor,1.Lig,29,Centre-Forward,"Apr 20, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/28.png?lm=1520611569,"1,87m",right,"Jun 30, 2025",€550k,https://img.a.transfermarkt.technology/portrait/medium/221567-1681399605.png?lm=1
1245,tr2,45,Batuhan Çelik,Ümraniyespor,1.Lig,19,Centre-Forward,"Jan 12, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",right,"Jun 30, 2025",€175k,https://img.a.transfermarkt.technology/portrait/medium/875249-1695644458.png?lm=1
1246,tr2,46,Göktuğ Bakırbaş,Erzurumspor FK,1.Lig,1,Goalkeeper,"Jun 1, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,96m",right,"Jun 30, 2025",€400k,https://img.a.transfermarkt.technology/portrait/medium/213990-1693295583.png?lm=1
1247,tr2,46,Ataberk Dadakdeniz,Erzurumspor FK,1.Lig,16,Goalkeeper,"Aug 5, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,86m",right,"Jun 30, 2025",€375k,https://img.a.transfermarkt.technology/portrait/medium/330824-1695398281.png?lm=1
1248,tr2,46,Oğuzhan Yağcı,Erzurumspor FK,1.Lig,13,Goalkeeper,"Jan 14, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",right,"Jun 30, 2025",€75k,https://img.a.transfermarkt.technology/portrait/medium/869953-1693295614.png?lm=1
1249,tr2,46,Kağan Moradaoğlu,Erzurumspor FK,1.Lig,98,Goalkeeper,"Jan 10, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,93m",right,"Jun 30, 2026",€50k,https://img.a.transfermarkt.technology/portrait/medium/649996-1695670474.png?lm=1
1250,tr2,46,Yakup Kırtay,Erzurumspor FK,1.Lig,3,Centre-Back,"Jul 16, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",left,"Jun 30, 2027",€550k,https://img.a.transfermarkt.technology/portrait/medium/872080-1693296444.png?lm=1
1251,tr2,46,Gökhan Akkan,Erzurumspor FK,1.Lig,4,Centre-Back,"Aug 30, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",right,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/419375-1610245658.jpg?lm=1
1252,tr2,46,Mustafa Akbaş,Erzurumspor FK,1.Lig,2,Centre-Back,"May 30, 1990",34,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,88m",left,"Jun 30, 2026",€50k,https://img.a.transfermarkt.technology/portrait/medium/98113-1693295730.png?lm=1
1253,tr2,46,Mustafa Yumlu,Erzurumspor FK,1.Lig,22,Centre-Back,"Sep 25, 1987",37,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,91m",right,"Jun 30, 2025",€50k,https://img.a.transfermarkt.technology/portrait/medium/76176-1693295787.png?lm=1
1254,tr2,46,Guram Giorbelidze,Erzurumspor FK,1.Lig,15,Left-Back,"Feb 25, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/53.png?lm=1520611569,"1,74m",left,"Jun 30, 2025",€350k,https://img.a.transfermarkt.technology/portrait/medium/330277-1661533470.png?lm=1
1255,tr2,46,Cengizhan Bayrak,Erzurumspor FK,1.Lig,23,Left-Back,"Nov 15, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,72m",left,"Jun 30, 2026",€50k,https://img.a.transfermarkt.technology/portrait/medium/620111-1693295830.png?lm=1
1256,tr2,46,Celal Hanalp,Erzurumspor FK,1.Lig,77,Right-Back,"May 1, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",both,"Jun 30, 2025",€225k,https://img.a.transfermarkt.technology/portrait/medium/391282-1577131290.jpg?lm=1
1257,tr2,46,Salih Sarıkaya,Erzurumspor FK,1.Lig,17,Right-Back,"Feb 2, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,-,right,"Jun 30, 2026",€175k,https://img.a.transfermarkt.technology/portrait/medium/459621-1660653533.png?lm=1
1258,tr2,46,Orhan Ovacıklı,Erzurumspor FK,1.Lig,53,Right-Back,"Nov 23, 1988",36,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,79m",right,"Jun 30, 2025",€50k,https://img.a.transfermarkt.technology/portrait/medium/170239-1727300189.png?lm=1
1259,tr2,46,Ahmet Yavilioğlu,Erzurumspor FK,1.Lig,-,Right-Back,"Jun 9, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",right,"Jun 30, 2026",€25k,https://img.a.transfermarkt.technology/portrait/medium/930279-1659267180.png?lm=1
1260,tr2,46,Okechukwu Azubuike,Erzurumspor FK,1.Lig,25,Defensive Midfield,"Apr 19, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569,"1,70m",right,"Jun 30, 2025",€250k,https://img.a.transfermarkt.technology/portrait/medium/386126-1708613215.png?lm=1
